Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,1,2,1,1,1,13,14,5,9,1,0,0,1,1,1,0.07547169811320753,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,1,1,11,1,1,1,23,14,10,5,0,0,0,1,1,0,0.037735849056603765,0,0,6,10,4,0.6754966887417219,0,0,6,12,2,0.7,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,1
1,12,1,11,1,12,1,23,27,5,6,0,0,1,0,1,0,0.13207547169811323,0,0,6,7,0,0.0,0,0,6,7,0,0.0,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0
1,12,1,8,1,1,1,13,1,29,29,0,0,0,1,1,0,0.13207547169811323,0,0,6,11,6,0.6004415011037528,0,0,6,12,3,0.6102564102564102,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,1
1,12,1,6,1,9,1,23,14,10,9,1,0,1,0,1,0,0.15094339622641512,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,0.15116279069767458,0.4888888888888888,1.0,1
1,12,1,11,1,1,1,3,1,4,5,0,0,0,1,1,0,0.20754716981132076,0,0,6,10,6,0.6887417218543046,0,0,6,8,5,0.6569230769230768,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,0.3773584905660377,0,0,5,7,4,0.5695364238410596,0,0,5,7,3,0.6102564102564102,0,0.0,0.7555555555555555,0.5785997357992074,1
1,14,1,7,1,1,1,1,28,5,8,0,0,0,1,1,0,0.037735849056603765,0,0,5,8,5,0.6357615894039735,0,0,5,12,2,0.5653846153846154,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,1
1,8,4,12,1,1,1,23,27,6,8,1,0,0,1,1,1,0.018867924528301883,0,0,7,7,7,0.7132639545884579,0,0,8,8,8,0.7487980769230769,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,12,1,11,1,12,1,22,27,12,12,0,0,0,1,1,0,0.5849056603773586,0,0,6,13,3,0.5298013245033113,0,0,6,15,1,0.5384615384615384,0,0.0,0.7555555555555555,0.5785997357992074,0
1,8,4,10,1,1,1,22,27,10,9,1,0,0,1,1,0,0.07547169811320753,0,0,6,6,6,0.6534216335540839,0,0,6,7,6,0.7358974358974358,0,0.15116279069767458,0.4888888888888888,1.0,2
1,8,1,12,1,1,1,1,1,5,6,0,0,0,1,1,1,0.037735849056603765,0,0,7,11,6,0.6637653736991486,0,0,7,10,6,0.6685897435897435,0,0.9186046511627907,0.7999999999999999,0.0,1
1,14,2,12,1,1,1,13,1,10,11,0,0,0,1,1,1,0.07547169811320753,0,0,8,8,0,0.0,8,0,8,8,0,0.0,8,0.2093023255813954,0.0,0.12417437252311753,1
1,15,1,7,1,1,1,22,10,10,9,1,0,1,0,1,0,0.1132075471698113,0,0,5,6,0,0.0,0,0,5,7,0,0.0,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,0
1,1,1,8,1,1,1,1,1,5,11,1,0,0,1,1,0,0.018867924528301883,0,0,5,5,5,0.7205298013245033,0,0,5,6,4,0.7134615384615384,1,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,15,1,10,1,14,1,1,1,5,4,0,0,0,1,1,0,0.09433962264150941,0,3,6,7,6,0.6534216335540839,0,2,6,6,2,0.7538461538461538,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,0
1,7,1,2,1,1,1,13,27,10,8,1,0,0,1,1,0,0.15094339622641512,0,9,13,16,10,0.6068633353401567,0,5,11,13,7,0.6596153846153846,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0
1,4,1,6,1,15,1,5,3,3,3,0,0,1,1,1,0,0.18867924528301888,0,8,13,13,8,0.7152317880794702,2,5,11,12,5,0.7753846153846153,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,0
1,12,1,7,1,9,1,19,24,1,1,0,0,0,0,1,0,0.6037735849056605,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0
1,12,1,17,0,1,1,13,27,6,6,0,0,0,0,1,0,0.2641509433962264,0,0,5,5,2,0.5827814569536424,0,0,5,0,0,0.0,0,0.5930232558139535,1.0,0.3117569352708058,0
1,12,1,11,1,1,1,22,27,10,7,0,0,0,1,1,0,0.6981132075471699,0,0,6,9,6,0.7265846736045412,0,0,6,13,5,0.7717948717948717,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0
1,4,1,1,1,15,1,23,27,6,7,1,0,1,0,1,0,0.15094339622641512,0,18,21,26,21,0.6550270921131848,0,12,16,21,12,0.6596153846153846,1,0.40697674418604646,0.3111111111111111,0.8031704095112285,0
1,15,1,4,1,14,1,5,3,3,3,0,0,0,1,1,0,0.05660377358490565,0,1,7,13,3,0.565121412803532,0,0,6,14,2,0.6192307692307691,0,0.9186046511627907,0.7999999999999999,0.0,1
1,4,1,5,1,3,1,4,4,3,3,0,0,0,1,1,0,0.20754716981132076,0,0,6,9,2,0.6357615894039735,0,0,6,10,3,0.682051282051282,0,0.5930232558139535,1.0,0.3117569352708058,0
2,12,1,3,0,12,1,22,27,10,7,0,0,0,1,1,0,0.45283018867924524,0,1,7,7,7,0.6811731315042574,0,0,6,6,6,0.7089743589743589,0,0.5930232558139535,1.0,0.3117569352708058,2
1,1,2,14,1,1,1,1,14,5,5,0,0,0,1,1,1,0.037735849056603765,0,0,6,10,6,0.695364238410596,0,0,6,9,6,0.6846153846153845,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,1
1,14,1,9,1,1,1,1,1,5,5,0,0,0,1,1,0,0.09433962264150941,0,0,5,6,0,0.0,0,0,5,8,2,0.6192307692307691,0,0.9186046511627907,0.7999999999999999,0.0,0
1,1,1,11,1,1,1,2,1,3,4,0,0,0,1,1,0,0.32075471698113206,0,0,6,13,2,0.7152317880794702,0,0,6,6,0,0.0,0,0.9186046511627907,0.7999999999999999,0.0,0
1,12,1,4,1,1,1,23,28,10,10,0,0,1,0,1,0,0.20754716981132076,0,5,11,14,11,0.7995183624322698,0,5,10,11,10,0.8076923076923076,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,0
1,1,1,16,1,1,1,22,27,10,5,1,0,0,1,1,0,0.4716981132075471,0,0,6,9,5,0.656953642384106,0,0,6,10,5,0.6353846153846153,0,0.0,0.7555555555555555,0.5785997357992074,1
1,9,1,6,1,1,1,1,14,4,6,0,0,0,0,1,0,0.07547169811320753,0,0,6,10,5,0.7417218543046358,0,0,6,11,4,0.796923076923077,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,1
1,4,1,4,1,3,1,24,29,10,5,0,0,0,1,1,0,0.6226415094339623,0,2,6,8,2,0.7152317880794702,0,1,6,9,1,0.7,0,0.9186046511627907,0.7999999999999999,0.0,0
1,1,4,9,1,1,1,3,1,4,5,1,0,0,1,1,0,0.037735849056603765,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0
1,14,1,12,1,1,1,3,4,3,5,0,0,0,1,1,0,0.018867924528301883,0,0,7,12,4,0.6701986754966888,0,0,7,10,3,0.5743589743589743,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0
2,12,1,17,0,1,1,22,27,2,2,0,0,0,1,1,0,0.7924528301886793,0,0,5,7,0,0.0,0,0,5,7,0,0.0,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0
2,4,1,17,0,3,1,19,24,13,13,1,0,0,0,1,0,0.3018867924528302,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,0.0,0.7555555555555555,0.5785997357992074,0
1,8,2,5,1,1,1,22,28,10,11,1,0,0,1,1,1,0.1132075471698113,0,0,6,8,6,0.7064017660044151,0,0,6,7,5,0.6892307692307692,0,0.2093023255813954,0.0,0.12417437252311753,2
2,12,1,17,0,12,1,22,1,6,6,0,0,0,1,1,0,0.5094339622641508,0,0,5,9,3,0.6004415011037528,0,0,5,8,5,0.6,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,0
2,1,4,3,0,1,1,19,24,1,1,1,0,0,1,1,0,0.3773584905660377,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.2093023255813954,0.0,0.12417437252311753,0
2,12,1,2,1,12,1,22,27,10,10,0,0,0,1,1,0,0.3584905660377358,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0
1,1,2,17,0,1,1,1,3,5,3,0,0,0,0,1,0,0.09433962264150941,0,0,5,7,3,0.6181015452538631,0,0,5,8,2,0.5653846153846154,2,0.0,0.7555555555555555,0.5785997357992074,0
2,12,1,3,0,12,1,22,27,7,7,0,0,0,1,1,0,0.6037735849056605,0,0,6,8,6,0.6445916114790287,0,0,6,8,6,0.7769230769230768,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,16,1,15,1,1,1,1,32,6,4,1,0,0,1,1,0,0.1132075471698113,0,0,6,7,6,0.7064017660044151,0,0,6,6,4,0.6865384615384615,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,1,1,5,1,1,1,1,1,5,10,1,0,0,1,1,0,0.037735849056603765,0,0,6,7,5,0.6039735099337749,0,0,6,10,3,0.5923076923076923,3,0.0,0.7555555555555555,0.5785997357992074,1
2,14,1,3,0,1,1,22,27,6,6,0,0,0,1,1,0,0.5660377358490565,0,0,6,9,6,0.6433301797540207,0,0,6,6,0,0.0,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0
1,14,1,4,1,1,1,1,2,5,3,0,0,0,1,1,0,0.20754716981132076,0,9,18,36,17,0.6918582002337359,1,6,12,15,12,0.6627218934911242,0,0.9186046511627907,0.7999999999999999,0.0,2
1,15,1,4,1,14,1,1,28,10,7,0,0,0,1,1,0,0.07547169811320753,0,0,6,13,4,0.6225165562913907,0,0,6,15,4,0.5653846153846154,0,0.9186046511627907,0.7999999999999999,0.0,1
1,1,1,11,1,1,1,23,1,10,10,0,0,1,0,1,0,0.07547169811320753,0,0,6,9,5,0.6269315673289183,0,0,6,8,5,0.5384615384615384,0,0.15116279069767458,0.4888888888888888,1.0,0
1,14,1,10,1,14,1,2,1,2,3,0,0,0,1,1,0,0.07547169811320753,0,9,11,14,10,0.656953642384106,0,6,10,13,10,0.6353846153846153,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,1,1,5,1,1,1,13,28,5,5,0,0,0,1,1,0,0.05660377358490565,0,1,6,8,6,0.7114474929044465,1,0,6,12,4,0.6192307692307691,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,1
2,13,1,9,1,1,1,22,27,10,10,0,0,0,0,1,0,0.6037735849056605,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0
1,12,1,17,0,1,1,13,27,7,9,0,0,0,1,1,0,0.43396226415094336,0,0,5,5,5,0.5827814569536424,0,0,5,5,5,0.7215384615384615,0,0.9186046511627907,0.7999999999999999,0.0,2
1,8,1,11,1,1,1,1,1,4,4,0,0,0,1,1,1,0.09433962264150941,0,0,6,8,6,0.7218543046357616,0,0,6,8,6,0.7769230769230768,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,13,1,7,1,1,1,1,27,6,6,0,0,0,1,1,0,0.037735849056603765,0,2,5,6,4,0.6251655629139073,0,0,5,7,2,0.6192307692307691,0,0.9186046511627907,0.7999999999999999,0.0,1
1,12,1,17,0,1,1,3,28,3,8,0,0,0,1,1,0,0.2641509433962264,0,0,5,5,0,0.0,0,0,5,7,0,0.0,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,0
1,13,1,7,1,1,1,5,5,3,3,0,0,0,1,1,0,0.24528301886792453,0,1,6,9,2,0.7947019867549668,0,1,6,7,2,0.7269230769230769,0,0.9186046511627907,0.7999999999999999,0.0,0
1,1,1,10,1,1,1,22,27,6,11,0,0,0,1,1,0,0.037735849056603765,0,0,6,9,5,0.5721854304635762,0,0,6,11,5,0.5923076923076923,0,0.0,0.7555555555555555,0.5785997357992074,2
1,9,1,9,1,1,1,19,24,12,12,0,0,0,1,1,0,0.09433962264150941,0,0,5,11,3,0.7240618101545253,0,0,5,10,3,0.6102564102564102,0,0.2093023255813954,0.0,0.12417437252311753,0
1,1,1,15,1,1,1,13,27,10,10,0,0,0,1,1,0,0.037735849056603765,0,0,6,8,6,0.6799116997792495,0,0,6,8,6,0.717948717948718,0,0.9186046511627907,0.7999999999999999,0.0,2
1,8,1,2,1,1,1,1,27,5,10,0,0,0,0,1,0,0.07547169811320753,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.7555555555555555,0.5785997357992074,0
1,8,3,14,1,1,1,1,28,5,8,0,0,0,1,1,0,0.037735849056603765,0,0,6,8,6,0.8013245033112583,0,0,6,7,6,0.7230769230769231,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,14,2,9,1,1,1,1,14,4,4,1,0,0,1,1,0,0.09433962264150941,0,0,5,11,0,0.0,0,0,5,7,1,0.5384615384615384,1,0.9999999999999999,0.24444444444444446,0.4147952443857331,0
1,1,1,10,1,1,1,4,5,3,3,0,0,0,1,1,0,0.09433962264150941,0,0,6,10,5,0.6039735099337749,0,0,6,8,5,0.5923076923076923,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,1,1,10,1,1,1,1,1,5,5,0,0,0,1,1,0,0.037735849056603765,0,0,6,12,4,0.6490066225165563,0,0,6,9,6,0.5923076923076923,0,0.2093023255813954,0.0,0.12417437252311753,2
1,12,1,11,1,14,1,1,1,6,11,0,0,0,0,1,0,0.169811320754717,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0
1,15,1,7,1,14,1,5,31,4,3,0,0,0,1,1,0,0.1132075471698113,0,3,7,12,3,0.7417218543046358,0,1,6,12,1,0.7538461538461538,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,1
1,8,1,5,1,1,1,13,14,8,8,0,0,0,1,1,0,0.018867924528301883,0,0,6,7,6,0.6534216335540839,0,0,6,10,5,0.5815384615384616,4,0.9999999999999999,0.24444444444444446,0.4147952443857331,1
1,1,1,9,1,1,1,22,27,10,10,0,0,1,1,1,1,0.09433962264150941,0,0,5,8,5,0.565121412803532,0,0,5,11,2,0.5923076923076923,0,0.9186046511627907,0.7999999999999999,0.0,1
1,9,5,7,1,1,1,3,2,3,4,1,0,0,1,1,0,0.037735849056603765,0,0,5,9,5,0.6269315673289183,0,0,5,9,5,0.7923076923076922,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,1
1,8,1,9,1,1,1,1,14,5,9,0,0,0,1,1,0,0.05660377358490565,0,0,5,14,0,0.0,0,0,5,5,0,0.0,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,0
1,1,3,5,1,1,1,22,27,10,10,1,0,0,1,1,1,0.09433962264150941,0,0,6,6,6,0.6181015452538631,0,0,6,6,6,0.655128205128205,0,0.0,0.7555555555555555,0.5785997357992074,1
1,4,1,8,1,3,1,2,28,3,4,1,0,0,0,1,0,0.018867924528301883,0,2,5,7,2,0.6887417218543046,0,0,5,5,0,0.0,0,0.5930232558139535,1.0,0.3117569352708058,0
4,14,2,17,0,13,1,3,1,3,10,0,0,0,1,1,0,0.4150943396226415,0,0,2,5,0,0.0,0,0,4,4,0,0.0,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0
1,1,1,12,1,1,1,13,1,12,12,0,0,0,1,1,0,0.018867924528301883,0,0,8,8,0,0.0,3,0,8,8,0,0.0,3,0.37209302325581406,0.4888888888888888,0.7661822985468957,0
1,8,3,7,1,1,1,1,28,4,4,0,0,0,1,1,1,0.018867924528301883,0,0,5,5,5,0.6887417218543046,0,0,5,5,5,0.7646153846153845,0,0.15116279069767458,0.4888888888888888,1.0,2
1,1,1,10,1,1,1,13,28,10,10,0,0,0,1,1,1,0.037735849056603765,0,0,6,7,6,0.7341532639545885,0,0,6,6,6,0.7538461538461538,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,1,1,12,1,1,1,1,14,10,10,0,0,0,1,1,0,0.018867924528301883,0,0,7,7,6,0.7094922737306842,0,0,8,8,8,0.6724038461538462,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,1,1,9,1,1,1,19,14,1,5,1,0,0,1,1,1,0.018867924528301883,0,0,5,7,4,0.6754966887417219,0,0,5,5,0,0.0,0,0.0,0.7555555555555555,0.5785997357992074,0
1,15,1,8,1,14,1,22,27,7,7,1,0,0,1,1,0,0.09433962264150941,0,0,5,7,4,0.7682119205298014,0,0,5,5,5,0.7861538461538461,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,1,1,10,1,1,1,1,1,4,5,0,0,0,1,1,0,0.037735849056603765,0,0,6,7,6,0.6445916114790287,0,0,6,6,6,0.655128205128205,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,1,1,8,1,1,1,13,27,10,9,1,0,0,1,1,0,0.018867924528301883,0,0,5,5,5,0.8158940397350993,0,0,5,5,5,0.84,0,0.5930232558139535,1.0,0.3117569352708058,0
1,12,1,7,1,12,1,1,1,5,4,0,0,1,0,1,0,0.2641509433962264,0,0,5,9,2,0.7064017660044151,0,0,5,9,2,0.8615384615384615,4,0.9999999999999999,0.24444444444444446,0.4147952443857331,0
1,12,1,17,0,1,1,3,1,4,4,0,0,0,1,1,0,0.20754716981132076,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,0.5930232558139535,1.0,0.3117569352708058,0
1,1,1,5,1,1,1,1,1,5,9,0,0,0,1,1,0,0.037735849056603765,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.9186046511627907,0.7999999999999999,0.0,0
1,8,1,11,1,1,1,1,1,5,9,0,0,0,1,1,0,0.05660377358490565,0,0,6,7,6,0.7265846736045412,0,0,6,8,6,0.7923076923076922,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,2
4,12,1,10,1,1,1,13,3,10,3,0,0,0,1,1,0,0.6226415094339623,0,0,6,7,4,0.6490066225165563,0,0,6,7,0,0.0,0,0.15116279069767458,0.4888888888888888,1.0,0
1,14,1,5,1,1,1,1,2,5,3,0,0,0,1,1,0,0.3962264150943396,0,1,6,9,5,0.847682119205298,1,0,6,11,4,0.8884615384615384,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,1
2,12,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,0.2641509433962264,0,0,5,8,1,0.5827814569536424,0,0,5,5,1,0.7,0,0.2093023255813954,0.0,0.12417437252311753,0
1,12,1,12,1,1,1,1,27,10,10,1,0,0,1,1,0,0.18867924528301888,0,0,7,7,7,0.746263008514664,0,0,7,7,7,0.7584615384615383,0,0.0,0.7555555555555555,0.5785997357992074,1
1,9,1,10,1,1,1,1,3,10,3,1,0,0,1,1,0,0.07547169811320753,0,0,6,9,6,0.5386313465783664,0,0,6,10,6,0.5653846153846154,0,0.5930232558139535,1.0,0.3117569352708058,2
2,12,1,7,1,1,1,22,27,10,10,0,0,0,1,1,0,0.32075471698113206,0,0,5,8,1,0.5298013245033113,0,0,5,9,0,0.0,0,0.15116279069767458,0.4888888888888888,1.0,0
1,16,1,7,1,1,1,2,27,3,10,1,0,0,1,1,0,0.037735849056603765,0,0,5,10,0,0.0,0,0,5,7,1,0.5384615384615384,0,0.0,0.7555555555555555,0.5785997357992074,1
2,12,1,17,0,1,1,22,27,2,5,1,0,0,0,1,0,0.43396226415094336,0,0,5,10,2,0.5562913907284768,0,0,5,5,3,0.5743589743589743,0,0.2093023255813954,0.0,0.12417437252311753,0
1,1,1,2,1,1,1,23,14,10,3,1,0,0,1,1,1,0.018867924528301883,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.5930232558139535,1.0,0.3117569352708058,2
2,12,1,5,1,9,1,22,28,6,11,0,0,1,0,1,1,0.5471698113207546,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,0.9186046511627907,0.7999999999999999,0.0,0
1,14,5,3,0,1,1,19,24,1,1,0,0,0,1,1,0,0.3773584905660377,0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,0.0,0.7555555555555555,0.5785997357992074,0
1,12,1,4,1,1,1,13,27,10,8,1,0,0,1,1,0,0.2641509433962264,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0
1,12,1,4,1,1,1,1,14,5,11,0,0,0,1,1,0,0.32075471698113206,0,0,6,15,5,0.7064017660044151,0,0,6,15,5,0.6676923076923077,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,1,6,2,1,1,1,8,8,5,5,1,0,0,1,1,1,0.018867924528301883,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.2093023255813954,0.0,0.12417437252311753,0
1,1,1,14,1,1,1,23,27,10,10,0,0,0,1,1,1,0.018867924528301883,0,0,6,7,6,0.7190160832544938,0,0,6,6,6,0.7717948717948717,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,8,4,5,1,1,1,1,1,4,4,1,0,0,1,1,1,0.037735849056603765,0,0,6,6,6,0.6799116997792495,0,0,6,7,6,0.6012820512820513,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,14,1,17,0,1,1,22,14,10,5,0,0,0,1,1,0,0.43396226415094336,0,1,5,6,4,0.543046357615894,0,3,8,18,5,0.603076923076923,5,0.9186046511627907,0.7999999999999999,0.0,0
1,12,1,8,1,1,1,1,28,10,10,0,0,0,1,1,0,0.15094339622641512,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0
1,8,5,7,1,1,1,23,28,6,10,1,0,1,1,1,0,0.05660377358490565,0,0,5,5,4,0.7682119205298014,0,0,6,8,3,0.717948717948718,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,0
1,8,1,7,1,1,1,13,14,10,10,0,0,0,1,1,0,0.05660377358490565,0,0,5,6,5,0.8370860927152318,0,0,5,8,5,0.7384615384615384,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,1
1,12,1,4,1,1,1,22,27,10,11,1,0,0,0,1,0,0.490566037735849,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.9186046511627907,0.7999999999999999,0.0,0
1,8,4,7,1,1,1,22,14,10,5,1,0,0,1,1,0,0.018867924528301883,0,0,5,8,4,0.6622516556291391,0,0,5,7,3,0.7897435897435896,1,0.0,0.7555555555555555,0.5785997357992074,1
1,14,1,4,1,1,1,2,4,5,2,0,0,0,1,1,0,0.33962264150943394,0,16,18,22,18,0.6181015452538631,0,12,13,13,12,0.6192307692307691,1,0.9186046511627907,0.7999999999999999,0.0,2
1,8,2,17,0,1,1,22,14,10,5,0,0,0,1,1,0,0.1132075471698113,0,0,5,6,4,0.6887417218543046,0,0,5,5,5,0.7,0,0.0,0.7555555555555555,0.5785997357992074,2
1,8,1,12,1,1,1,3,3,3,3,0,0,0,1,1,0,0.037735849056603765,0,0,7,8,7,0.6421948912015136,0,0,9,12,8,0.6195673076923076,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,17,1,6,1,16,1,1,14,4,9,1,0,0,1,1,1,0.07547169811320753,0,7,11,15,9,0.7534952170713759,0,4,9,15,7,0.7403846153846153,0,0.15116279069767458,0.4888888888888888,1.0,2
1,14,1,14,1,1,1,3,14,5,9,0,0,0,1,1,0,0.037735849056603765,0,0,6,17,4,0.6622516556291391,0,0,6,8,4,0.7134615384615384,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,1
1,9,1,7,1,1,1,1,1,5,4,1,0,0,1,1,0,0.05660377358490565,0,0,5,7,5,0.6445916114790287,0,0,5,7,5,0.823076923076923,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,12,1,14,1,1,1,13,14,4,4,0,1,0,1,1,1,0.24528301886792453,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0
4,12,1,11,1,1,1,22,14,10,10,1,0,0,1,1,0,0.5094339622641508,0,0,6,6,6,0.6710816777041942,0,0,6,6,6,0.6192307692307691,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,9,1,12,1,1,1,13,3,5,10,0,0,0,1,1,0,0.037735849056603765,0,0,8,8,7,0.7212866603595081,0,0,8,8,7,0.733076923076923,0,0.5930232558139535,1.0,0.3117569352708058,2
1,15,1,8,1,14,1,2,1,4,7,1,0,0,1,1,0,0.09433962264150941,0,11,18,32,12,0.6811731315042574,1,8,12,15,10,0.77,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,2
1,1,1,8,1,1,1,3,3,2,3,0,0,0,1,1,0,0.018867924528301883,0,0,5,7,4,0.7417218543046358,0,0,5,5,5,0.7646153846153845,0,0.0,0.7555555555555555,0.5785997357992074,2
1,8,1,14,1,1,1,22,27,10,10,1,0,0,1,1,1,0.07547169811320753,0,0,6,8,4,0.7814569536423841,0,0,6,6,5,0.6353846153846153,0,0.5930232558139535,1.0,0.3117569352708058,2
1,1,2,6,1,1,1,22,14,12,12,0,0,0,1,1,0,0.018867924528301883,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.0,0.7555555555555555,0.5785997357992074,0
1,8,4,14,1,1,1,3,1,3,4,1,0,0,1,1,0,0.018867924528301883,0,0,6,8,6,0.7218543046357616,0,0,6,7,6,0.7692307692307692,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,1,1,2,1,1,1,1,1,5,4,0,0,0,1,1,0,0.037735849056603765,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.7555555555555555,0.5785997357992074,2
1,15,1,4,1,14,1,1,28,7,7,1,0,0,1,1,0,0.07547169811320753,0,0,6,12,4,0.6251655629139073,0,0,6,11,4,0.6394230769230769,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0
1,12,1,4,1,1,1,3,3,3,3,0,0,0,1,1,0,0.2641509433962264,0,0,6,8,6,0.8013245033112583,0,0,6,10,6,0.7861538461538461,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,2
1,8,5,11,1,1,1,1,1,3,4,1,0,0,1,1,0,0.07547169811320753,0,0,6,10,4,0.609271523178808,0,0,6,10,2,0.5653846153846154,0,0.2093023255813954,0.0,0.12417437252311753,0
1,12,1,7,1,1,1,13,14,10,8,0,0,1,1,1,0,0.13207547169811323,0,0,5,12,1,0.5298013245033113,0,0,5,11,1,0.5923076923076923,0,0.15116279069767458,0.4888888888888888,1.0,1
1,13,1,15,1,1,1,13,6,5,4,0,0,0,1,1,0,0.18867924528301888,0,0,4,8,0,0.0,0,0,5,10,0,0.0,0,0.2093023255813954,0.0,0.12417437252311753,0
1,1,5,9,1,1,1,13,14,10,10,1,0,0,1,1,0,0.05660377358490565,0,0,5,9,3,0.5474613686534217,0,0,5,6,5,0.6892307692307692,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
